174	153	56	31	#99381F
175	109	53	39	#6D3527
176	255	177	184	#FFB1B8
1765	255	164	179	#FFA4B3
1767	255	175	191	#FFAFBF
177	255	129	136	#FF8188
1775	255	142	158	#FF8E9E
1777	255	99	125	#FF637D
178	255	88	89	#FF5859
1785	255	72	91	#FF485B
1787	251	52	72	#FB3448
1788	244	36	52	#F42434
179	229	60	46	#E53C2E
1795	216	38	46	#D8262E
1797	208	50	56	#D03238
180	195	58	50	#C33A32
1805	179	39	45	#B3272D
1807	168	51	56	#A83338
181	132	50	44	#84322C
1815	128	37	40	#802528
1817	102	50	51	#663233
182	254	187	202	#FEBBCA
183	255	155	177	#FF9BB1
184	252	82	114	#FC5272
185	235	0	40	#EB0028
186	207	10	44	#CF0A2C
187	171	22	43	#AB162B
188	121	35	46	#79232E
189	253	163	186	#FDA3BA
1895	248	181	204	#F8B5CC
190	251	116	151	#FB7497
1905	250	154	186	#FA9ABA
191	245	65	108	#F5416C
1915	245	75	127	#F54B7F
192	236	0	68	#EC0044
1925	233	0	75	#E9004B
193	197	9	59	#C5093B
1935	203	0	60	#CB003C
194	160	39	65	#A02741
1945	172	6	60	#AC063C
195	123	47	62	#7B2F3E
1955	143	19	54	#8F1336
196	239	198	205	#EFC6CD
197	238	154	172	#EE9AAC
198	231	66	96	#E74260
199	220	0	49	#DC0031
200	194	0	47	#C2002F
2001	247	228	154	#F7E49A
2002	249	225	125	#F9E17D
2003	250	225	103	#FAE167
2004	251	220	122	#FBDC7A
2005	254	215	129	#FED781
2006	236	188	77	#ECBC4D
2007	225	164	35	#E1A423
2008	242	190	112	#F2BE70
2009	242	181	98	#F2B562
201	163	31	52	#A31F34
2010	255	173	0	#FFAD00
2011	241	153	51	#F19933
2012	243	149	0	#F39500
2013	255	152	0	#FF9800
2014	187	112	0	#BB7000
2015	248	206	166	#F8CEA6
2016	255	183	113	#FFB771
2017	248	173	106	#F8AD6A
2018	255	118	0	#FF7600
2019	218	108	0	#DA6C00
202	139	35	49	#8B2331
2020	192	84	0	#C05400
2021	159	72	18	#9F4812
2022	254	170	140	#FEAA8C
2023	253	147	110	#FD936E
2024	253	123	85	#FD7B55
2025	255	138	57	#FF8A39
2026	250	98	56	#FA6238
2027	243	82	62	#F3523E
2028	241	48	0	#F13000
2029	247	129	125	#F7817D
203	240	178	201	#F0B2C9
2030	225	121	115	#E17973
2031	218	103	100	#DA6764
2032	212	88	86	#D45856
2033	202	69	67	#CA4543
2034	236	58	61	#EC3A3D
2035	220	0	27	#DC001B
2036	248	189	213	#F8BDD5
2037	246	149	197	#F695C5
2038	244	96	161	#F460A1
2039	234	57	134	#EA3986
204	236	128	168	#EC80A8
2040	225	7	90	#E1075A
2041	163	35	76	#A3234C
2042	114	39	59	#72273B
2043	233	195	209	#E9C3D1
2044	233	147	181	#E993B5
2045	224	115	158	#E0739E
2046	210	87	136	#D25788
2047	167	70	110	#A7466E
2048	152	58	95	#983A5F
2049	134	45	74	#862D4A
205	231	65	122	#E7417A
2050	239	214	228	#EFD6E4
2051	221	192	207	#DDC0CF
2052	203	159	182	#CB9FB6
2053	182	126	157	#B67E9D
2054	160	111	140	#A06F8C
2055	146	93	123	#925D7B
2056	129	71	102	#814766
2057	210	145	183	#D291B7
2058	187	133	169	#BB85A9
2059	186	122	160	#BA7AA0
206	214	0	54	#D60036
2060	203	106	166	#CB6AA6
2061	177	81	136	#B15188
2062	183	68	140	#B7448C
2063	169	48	123	#A9307B
2064	225	160	210	#E1A0D2
2065	223	167	220	#DFA7DC
2066	211	141	210	#D38DD2
2067	194	105	193	#C269C1
2068	180	79	179	#B44FB3
2069	167	56	166	#A738A6
207	171	0	50	#AB0032
2070	145	29	146	#911D92
2071	199	177	221	#C7B1DD
2072	184	150	211	#B896D3
2073	176	148	210	#B094D2
2074	150	105	189	#9669BD
2075	135	101	187	#8765BB
2076	133	88	179	#8558B3
2077	110	63	160	#6E3FA0
2078	181	157	188	#B59DBC
2079	156	125	162	#9C7DA2
208	139	28	64	#8B1C40
2080	152	114	171	#9872AB
2081	135	93	156	#875D9C
2082	122	77	144	#7A4D90
2083	150	93	199	#965DC7
2084	128	55	177	#8037B1
2085	223	204	230	#DFCCE6
2086	160	138	203	#A08ACB
2087	157	124	211	#9D7CD3
2088	131	92	199	#835CC7
2089	113	72	188	#7148BC
209	115	36	60	#73243C
2090	101	58	182	#653AB6
2091	75	22	160	#4B16A0
2092	185	170	212	#B9AAD4
2093	165	151	193	#A597C1
2094	142	126	172	#8E7EAC
2095	121	101	178	#7965B2
2096	102	77	161	#664DA1
2097	96	69	185	#6045B9
2098	69	39	169	#4527A9
2099	177	162	202	#B1A2CA
210	253	159	200	#FD9FC8
2100	158	142	201	#9E8EC9
2101	137	116	209	#8974D1
2102	100	87	176	#6457B0
2103	88	72	165	#5848A5
2104	72	54	151	#483697
2105	54	33	123	#36217B
2106	176	180	205	#B0B4CD
2107	143	152	185	#8F98B9
2108	119	126	169	#777EA9
2109	105	107	153	#696B99
211	251	126	180	#FB7EB4
2110	90	95	143	#5A5F8F
2111	68	76	126	#444C7E
2112	50	33	100	#322164
2113	164	175	227	#A4AFE3
2114	131	140	201	#838CC9
2115	110	120	189	#6E78BD
2116	94	102	177	#5E66B1
2117	68	72	155	#44489B
2118	50	53	120	#323578
2119	42	45	100	#2A2D64
212	245	80	150	#F55096
2120	189	202	234	#BDCAEA
2121	140	171	216	#8CABD8
2122	154	173	227	#9AADE3
2123	120	146	221	#7892DD
2124	110	123	211	#6E7BD3
2125	79	98	200	#4F62C8
2126	39	59	178	#273BB2
2127	182	200	225	#B6C8E1
2128	149	180	228	#95B4E4
2129	90	140	218	#5A8CDA
213	234	29	117	#EA1D75
2130	80	117	208	#5075D0
2131	46	91	190	#2E5BBE
2132	0	86	193	#0056C1
2133	19	86	164	#1356A4
2134	144	164	207	#90A4CF
2135	115	139	191	#738BBF
2136	130	147	184	#8293B8
2137	108	126	170	#6C7EAA
2138	98	117	146	#627592
2139	76	104	150	#4C6896
214	213	15	103	#D50F67
2140	55	81	130	#375182
2141	136	189	232	#88BDE8
2142	123	172	227	#7BACE3
2143	52	133	204	#3485CC
2144	0	101	186	#0065BA
2145	0	76	167	#004CA7
2146	0	52	142	#00348E
2147	0	37	118	#002576
2148	94	143	179	#5E8FB3
2149	75	128	167	#4B80A7
215	175	21	86	#AF1556
2150	50	115	157	#32739D
2151	33	105	162	#2169A2
2152	21	99	144	#156390
2153	0	83	125	#00537D
2154	0	68	127	#00447F
2155	156	180	203	#9CB4CB
2156	138	164	192	#8AA4C0
2157	113	146	180	#7192B4
2158	88	129	166	#5881A6
2159	75	117	155	#4B759B
216	128	33	69	#802145
2160	61	104	145	#3D6891
2161	36	86	129	#245681
2162	157	164	179	#9DA4B3
2163	132	154	175	#849AAF
2164	124	146	167	#7C92A7
2165	102	127	152	#667F98
2166	84	113	138	#54718A
2167	77	107	134	#4D6B86
2168	34	73	92	#22495C
2169	127	174	210	#7FAED2
217	238	189	218	#EEBDDA
2170	90	154	198	#5A9AC6
2171	63	158	223	#3F9EDF
2172	0	121	208	#0079D0
2173	0	131	214	#0083D6
2174	0	117	207	#0075CF
2175	0	104	199	#0068C7
2176	164	183	191	#A4B7BF
2177	125	158	171	#7D9EAB
2178	104	141	156	#688D9C
2179	79	120	136	#4F7888
218	235	107	175	#EB6BAF
2180	60	107	126	#3C6B7E
2181	41	89	107	#29596B
2182	18	72	91	#12485B
2183	0	144	189	#0090BD
2184	0	130	212	#0082D4
2185	0	116	166	#0074A6
2186	0	71	135	#004787
2187	0	68	119	#004477
2188	0	64	106	#00406A
2189	0	50	72	#003248
219	225	18	130	#E11282
2190	79	181	229	#4FB5E5
2191	0	161	225	#00A1E1
2192	0	142	219	#008EDB
2193	0	143	219	#008FDB
2194	0	131	213	#0083D5
2195	0	116	206	#0074CE
2196	0	103	177	#0067B1
2197	110	208	231	#6ED0E7
2198	62	199	228	#3EC7E4
2199	0	184	221	#00B8DD
220	171	0	78	#AB004E
2200	0	166	198	#00A6C6
2201	0	171	216	#00ABD8
2202	0	162	224	#00A2E0
2203	0	133	174	#0085AE
2204	173	203	215	#ADCBD7
2205	136	177	196	#88B1C4
2206	118	157	180	#769DB4
2207	97	152	178	#6198B2
2208	82	135	163	#5287A3
2209	70	132	160	#4684A0
221	151	0	71	#970047
2210	8	77	113	#084D71
2211	111	152	163	#6F98A3
2212	78	131	145	#4E8391
2213	45	111	120	#2D6F78
2214	46	108	121	#2E6C79
2215	44	84	102	#2C5466
2216	43	75	88	#2B4B58
2217	0	56	65	#003841
2218	110	174	189	#6EAEBD
2219	87	162	179	#57A2B3
222	112	28	69	#701C45
2220	65	149	169	#4195A9
2221	39	138	159	#278A9F
2222	10	128	152	#0A8098
2223	0	117	142	#00758E
2224	0	102	129	#006681
2225	112	211	225	#70D3E1
2226	46	201	218	#2EC9DA
2227	82	188	201	#52BCC9
2228	0	162	190	#00A2BE
2229	0	153	184	#0099B8
223	242	148	205	#F294CD
2230	0	137	161	#0089A1
2231	0	121	147	#007993
2232	109	174	179	#6DAEB3
2233	84	165	176	#54A5B0
2234	73	157	165	#499DA5
2235	28	145	157	#1C919D
2236	30	144	154	#1E909A
2237	0	132	142	#00848E
2238	0	103	118	#006776
2239	0	204	183	#00CCB7
224	239	110	186	#EF6EBA
2240	0	190	161	#00BEA1
2241	83	160	146	#53A092
2242	0	160	119	#00A077
2243	0	146	123	#00927B
2244	8	126	109	#087E6D
2245	0	131	86	#008356
2246	167	210	185	#A7D2B9
2247	116	191	153	#74BF99
2248	108	182	145	#6CB691
2249	83	169	127	#53A97F
225	229	25	146	#E51992
2250	0	176	115	#00B073
2251	0	170	113	#00AA71
2252	0	165	77	#00A54D
2253	186	232	202	#BAE8CA
2254	172	221	178	#ACDDB2
2255	133	208	149	#85D095
2256	83	192	114	#53C072
2257	0	171	81	#00AB51
2258	0	132	36	#008424
2259	0	112	34	#007022
226	215	0	109	#D7006D
2260	178	207	173	#B2CFAD
2261	150	186	145	#96BA91
2262	136	172	137	#88AC89
2263	111	148	107	#6F946B
2264	102	148	96	#669460
2265	88	125	80	#587D50
2266	45	84	35	#2D5423
2267	150	222	153	#96DE99
2268	114	215	125	#72D77D
2269	120	202	109	#78CA6D
227	176	0	96	#B00060
2270	23	197	78	#17C54E
2271	0	184	50	#00B832
2272	0	152	26	#00981A
2273	34	112	38	#227026
2274	208	217	177	#D0D9B1
2275	195	218	149	#C3DA95
2276	136	166	80	#88A650
2277	82	148	29	#52941D
2278	75	127	30	#4B7F1E
2279	92	125	42	#5C7D2A
228	141	11	86	#8D0B56
2280	71	105	29	#47691D
2281	216	231	152	#D8E798
2282	198	232	149	#C6E895
2283	163	223	101	#A3DF65
2284	176	211	125	#B0D37D
2285	143	216	74	#8FD84A
2286	116	202	0	#74CA00
2287	84	196	0	#54C400
2288	200	225	121	#C8E179
2289	197	215	121	#C5D779
229	105	32	68	#692044
2290	167	217	29	#A7D91D
2291	164	211	0	#A4D300
2292	145	199	18	#91C712
2293	134	195	0	#86C300
2294	116	168	0	#74A800
2295	225	234	137	#E1EA89
2296	213	230	100	#D5E664
2297	188	222	22	#BCDE16
2298	182	217	85	#B6D955
2299	162	208	51	#A2D033
230	247	166	214	#F7A6D6
2300	168	193	64	#A8C140
2301	141	172	20	#8DAC14
2302	174	183	98	#AEB762
2303	159	177	86	#9FB156
2304	160	170	77	#A0AA4D
2305	157	166	0	#9DA600
2306	126	138	36	#7E8A24
2307	103	110	17	#676E11
2308	89	86	26	#59561A
2309	231	205	181	#E7CDB5
231	246	119	196	#F677C4
2310	216	191	167	#D8BFA7
2311	204	167	132	#CCA784
2312	183	154	128	#B79A80
2313	195	147	101	#C39365
2314	172	119	67	#AC7743
2315	147	72	13	#93480D
2316	189	153	121	#BD9979
2317	180	134	92	#B4865C
2318	164	116	71	#A47447
2319	141	91	47	#8D5B2F
232	239	63	169	#EF3FA9
2320	113	70	33	#714621
2321	111	80	54	#6F5036
2322	77	52	35	#4D3423
2323	183	176	152	#B7B098
2324	178	162	130	#B2A282
2325	159	144	115	#9F9073
2326	139	124	94	#8B7C5E
2327	131	120	87	#837857
2328	120	103	71	#786747
2329	105	88	59	#69583B
233	204	0	122	#CC007A
2330	207	204	200	#CFCCC8
2331	172	167	163	#ACA7A3
2332	139	137	133	#8B8985
2333	113	108	105	#716C69
2334	109	99	97	#6D6361
2335	94	78	70	#5E4E46
2336	78	73	70	#4E4946
2337	250	192	184	#FAC0B8
2338	224	163	157	#E0A39D
2339	242	147	144	#F29390
234	166	0	99	#A60063
2340	210	110	118	#D26E76
2341	185	107	108	#B96B6C
2342	186	89	99	#BA5963
2343	170	85	100	#AA5564
2344	243	128	110	#F3806E
2345	255	110	103	#FF6E67
2346	255	89	103	#FF5967
2347	232	0	0	#E80000
2348	234	83	77	#EA534D
2349	206	52	2	#CE3402
235	136	13	83	#880D53
2350	181	32	27	#B5201B
2351	191	121	178	#BF79B2
2352	183	100	166	#B764A6
2353	196	76	165	#C44CA5
2354	148	77	138	#944D8A
2355	139	0	121	#8B0079
2356	117	0	96	#750060
2357	100	17	67	#641143
2358	173	163	174	#ADA3AE
2359	126	114	131	#7E7283
236	244	167	220	#F4A7DC
2360	122	120	142	#7A788E
2361	111	111	139	#6F6F8B
2362	109	105	128	#6D6980
2363	95	92	117	#5F5C75
2364	103	88	109	#67586D
2365	242	185	223	#F2B9DF
2366	103	108	205	#676CCD
2367	77	75	176	#4D4BB0
2368	74	73	188	#4A49BC
2369	54	64	181	#3640B5
237	241	133	206	#F185CE
2370	43	43	147	#2B2B93
2371	48	11	140	#300B8C
2372	37	30	119	#251E77
2373	113	129	160	#7181A0
2374	77	94	128	#4D5E80
2375	230	119	203	#E677CB
2376	77	90	114	#4D5A72
2377	48	82	113	#305271
2378	55	71	103	#374767
2379	59	67	88	#3B4358
238	234	93	189	#EA5DBD
2380	39	50	72	#273248
2381	89	146	219	#5992DB
2382	0	136	216	#0088D8
2383	33	115	173	#2173AD
2384	0	96	161	#0060A1
2385	217	57	178	#D939B2
2386	39	104	195	#2768C3
2387	0	97	200	#0061C8
2388	0	79	181	#004FB5
2389	68	158	201	#449EC9
239	224	62	174	#E03EAE
2390	0	123	171	#007BAB
2391	0	128	165	#0080A5
2392	9	103	133	#096785
2393	0	144	203	#0090CB
2394	0	137	206	#0089CE
2395	207	0	158	#CF009E
2396	0	150	178	#0096B2
2397	0	180	189	#00B4BD
2398	0	184	179	#00B8B3
2399	0	168	162	#00A8A2
240	203	43	153	#CB2B99
2400	0	173	151	#00AD97
2401	40	165	152	#28A598
2402	0	154	135	#009A87
2403	0	134	123	#00867B
2404	164	183	156	#A4B79C
2405	181	0	140	#B5008C
2406	128	156	135	#809C87
2407	105	139	114	#698B72
2408	71	121	86	#477956
2409	75	100	71	#4B6447
241	180	23	130	#B41782
2410	65	90	61	#415A3D
2411	26	64	32	#1A4020
2412	58	211	152	#3AD398
2413	41	181	143	#29B58F
2414	0	185	128	#00B980
2415	162	0	124	#A2007C
2416	0	174	119	#00AE77
2417	24	155	107	#189B6B
2418	0	132	64	#008440
2419	0	122	87	#007A57
242	131	34	94	#83225E
2420	0	196	96	#00C460
2421	26	181	0	#1AB500
2422	0	165	46	#00A52E
2423	0	168	21	#00A815
2424	26	157	0	#1A9D00
2425	136	0	99	#880063
2426	0	137	24	#008918
2427	0	93	28	#005D1C
243	238	183	226	#EEB7E2
244	233	155	218	#E99BDA
245	227	126	209	#E37ED1
246	205	37	175	#CD25AF
247	193	20	161	#C114A1
248	169	25	141	#A9198D
249	132	38	106	#84266A
250	234	185	228	#EAB9E4
251	225	155	223	#E19BDF
252	209	98	205	#D162CD
253	179	25	171	#B319AB
254	158	26	150	#9E1A96
255	119	33	108	#77216C
256	218	189	220	#DABDDC
2562	219	168	226	#DBA8E2
2563	206	162	215	#CEA2D7
2567	196	159	216	#C49FD8
257	201	160	206	#C9A0CE
2572	204	138	218	#CC8ADA
2573	188	131	201	#BC83C9
2577	170	123	201	#AA7BC9
258	144	71	153	#904799
2582	178	78	196	#B24EC4
2583	163	93	180	#A35DB4
2587	132	70	172	#8446AC
259	112	32	118	#702076
2592	159	38	180	#9F26B4
2593	135	50	153	#873299
2597	93	12	139	#5D0C8B
260	103	37	101	#672565
2602	139	24	155	#8B189B
2603	115	33	129	#732181
2607	82	9	117	#520975
261	95	40	94	#5F285E
2612	123	36	129	#7B2481
2613	106	30	116	#6A1E74
2617	73	12	102	#490C66
262	84	39	78	#54274E
2622	104	47	100	#682F64
2623	98	31	101	#621F65
2627	62	16	81	#3E1051
263	218	196	229	#DAC4E5
2635	198	179	225	#C6B3E1
264	196	166	225	#C4A6E1
2645	176	149	218	#B095DA
265	147	99	204	#9363CC
2655	150	120	210	#9678D2
266	120	60	189	#783CBD
2665	127	86	197	#7F56C5
267	98	37	157	#62259D
268	90	43	129	#5A2B81
2685	50	0	110	#32006E
269	83	44	108	#532C6C
2695	47	26	69	#2F1A45
270	182	179	223	#B6B3DF
2705	169	163	223	#A9A3DF
2706	204	210	233	#CCD2E9
2707	196	213	236	#C4D5EC
2708	185	203	234	#B9CBEA
271	151	148	210	#9794D2
2715	139	131	214	#8B83D6
2716	159	173	228	#9FADE4
2717	167	197	237	#A7C5ED
2718	90	135	217	#5A87D9
272	117	115	192	#7573C0
2725	103	93	198	#675DC6
2726	69	92	199	#455CC7
2727	46	125	225	#2E7DE1
2728	0	71	186	#0047BA
273	35	19	94	#23135E
2735	41	0	136	#290088
2736	23	36	169	#1724A9
2738	0	9	139	#00098B
274	33	22	80	#211650
2745	37	6	112	#250670
2746	16	30	142	#101E8E
2747	0	26	113	#001A71
2748	0	25	112	#001970
275	33	22	70	#211646
2755	34	16	96	#221060
2756	18	31	107	#121F6B
2757	0	30	95	#001E5F
2758	0	29	96	#001D60
276	35	28	52	#231C34
2765	32	21	69	#201545
2766	19	27	77	#131B4D
2767	20	40	75	#14284B
2768	5	28	72	#051C48
277	173	200	231	#ADC8E7
278	140	183	232	#8CB7E8
279	62	141	221	#3E8DDD
280	1	33	104	#012168
281	0	31	91	#001F5B
282	3	29	64	#031D40
283	148	192	233	#94C0E9
284	108	170	228	#6CAAE4
285	0	112	205	#0070CD
286	0	50	160	#0032A0
287	0	47	134	#002F86
288	0	44	115	#002C73
289	12	34	63	#0C223F
290	186	216	234	#BAD8EA
2905	143	198	232	#8FC6E8
291	153	202	234	#99CAEA
2915	97	179	228	#61B3E4
292	103	178	231	#67B2E7
2925	0	154	221	#009ADD
293	0	60	166	#003CA6
2935	0	85	183	#0055B7
294	0	46	108	#002E6C
2945	0	74	151	#004A97
295	0	40	85	#002855
2955	0	55	99	#003763
296	6	27	43	#061B2B
2965	0	37	61	#00253D
297	110	196	232	#6EC4E8
2975	151	212	233	#97D4E9
298	64	180	229	#40B4E5
2985	87	192	232	#57C0E8
299	0	160	223	#00A0DF
2995	0	167	225	#00A7E1
300	0	92	184	#005CB8
3005	0	116	200	#0074C8
301	0	73	135	#004987
3015	0	95	155	#005F9B
302	0	58	92	#003A5C
3025	0	77	113	#004D71
303	1	41	57	#012939
3035	0	61	81	#003D51
304	152	218	233	#98DAE9
305	87	200	231	#57C8E7
306	0	178	226	#00B2E2
307	0	105	166	#0069A6
308	0	86	124	#00567C
309	0	58	73	#003A49
310	102	207	227	#66CFE3
3105	98	208	223	#62D0DF
311	0	193	222	#00C1DE
3115	0	191	213	#00BFD5
312	0	166	206	#00A6CE
3125	0	171	199	#00ABC7
313	0	143	190	#008FBE
3135	0	138	171	#008AAB
314	0	125	164	#007DA4
3145	0	116	140	#00748C
315	0	101	127	#00657F
3155	0	95	113	#005F71
316	0	70	79	#00464F
3165	0	77	88	#004D58
317	176	226	226	#B0E2E2
318	134	218	222	#86DADE
319	37	202	211	#25CAD3
320	0	153	168	#0099A8
321	0	137	149	#008995
322	0	112	120	#007078
323	0	93	98	#005D62
324	155	217	217	#9BD9D9
3242	110	218	213	#6EDAD5
3245	122	222	212	#7ADED4
3248	109	203	184	#6DCBB8
325	100	203	201	#64CBC9
3252	27	207	201	#1BCFC9
3255	34	211	197	#22D3C5
3258	72	195	177	#48C3B1
326	0	175	169	#00AFA9
3262	0	187	179	#00BBB3
3265	0	196	179	#00C4B3
3268	0	169	142	#00A98E
327	0	131	116	#008374
3272	0	161	154	#00A19A
3275	0	175	154	#00AF9A
3278	0	152	119	#009877
328	0	113	102	#007166
3282	0	131	122	#00837A
3285	0	147	130	#009382
3288	0	128	100	#008064
329	0	102	94	#00665E
3292	0	87	79	#00574F
3295	0	117	100	#007564
3298	0	104	82	#006852
330	0	81	75	#00514B
3302	0	75	68	#004B44
3305	0	76	66	#004C42
3308	3	68	54	#034436
331	166	229	216	#A6E5D8
332	137	225	208	#89E1D0
333	51	217	194	#33D9C2
334	0	149	120	#009578
335	0	121	95	#00795F
336	0	99	79	#00634F
337	143	212	188	#8FD4BC
3375	118	224	192	#76E0C0
338	109	205	177	#6DCDB1
3385	63	212	173	#3FD4AD
339	0	177	136	#00B188
3395	0	192	138	#00C08A
340	0	148	93	#00945D
3405	0	172	104	#00AC68
341	0	120	82	#007852
3415	0	117	73	#007549
342	0	101	71	#006547
3425	0	97	64	#006140
343	13	85	63	#0D553F
3435	20	70	51	#144633
344	160	216	179	#A0D8B3
345	145	213	171	#91D5AB
346	110	202	151	#6ECA97
347	0	152	68	#009844
348	0	131	61	#00833D
349	1	104	54	#016836
350	43	80	52	#2B5034
351	162	227	185	#A2E3B9
352	140	224	176	#8CE0B0
353	123	222	167	#7BDEA7
354	0	174	65	#00AE41
355	0	149	58	#00953A
356	0	120	51	#007833
357	28	86	49	#1C5631
358	172	218	144	#ACDA90
359	162	214	131	#A2D683
360	108	192	73	#6CC049
361	63	174	41	#3FAE29
362	77	156	45	#4D9C2D
363	75	139	42	#4B8B2A
364	73	117	39	#497527
365	194	223	135	#C2DF87
366	183	220	120	#B7DC78
367	163	213	93	#A3D55D
368	119	188	31	#77BC1F
369	98	166	10	#62A60A
370	100	139	26	#648B1A
371	84	97	33	#546121
372	212	235	141	#D4EB8D
373	204	233	127	#CCE97F
374	196	231	106	#C4E76A
375	148	213	0	#94D500
376	130	188	0	#82BC00
377	121	153	0	#799900
378	89	97	27	#59611B
379	226	230	101	#E2E665
380	219	227	65	#DBE341
381	206	219	0	#CEDB00
382	195	213	0	#C3D500
383	170	173	0	#AAAD00
384	149	147	0	#959300
385	121	112	31	#79701F
386	236	235	107	#ECEB6B
387	227	231	51	#E3E733
388	225	230	30	#E1E61E
389	206	222	0	#CEDE00
390	182	189	0	#B6BD00
391	154	148	0	#9A9400
392	131	121	2	#837902
393	241	236	114	#F1EC72
3935	245	232	91	#F5E85B
394	238	232	56	#EEE838
3945	245	229	0	#F5E500
395	236	232	19	#ECE813
3955	242	223	0	#F2DF00
396	225	224	0	#E1E000
3965	238	220	0	#EEDC00
397	192	184	0	#C0B800
3975	190	166	0	#BEA600
398	173	163	0	#ADA300
3985	154	134	0	#9A8600
399	162	145	0	#A29100
3995	106	92	31	#6A5C1F
400	198	190	181	#C6BEB5
401	177	169	158	#B1A99E
402	158	148	139	#9E948B
403	141	131	122	#8D837A
404	119	109	99	#776D63
405	105	96	87	#696057
406	199	187	181	#C7BBB5
407	178	167	161	#B2A7A1
408	153	139	134	#998B86
409	135	120	115	#877873
410	117	102	96	#756660
411	96	80	76	#60504C
412	57	46	44	#392E2C
413	187	185	175	#BBB9AF
414	170	168	158	#AAA89E
415	146	146	135	#929287
416	127	126	115	#7F7E73
417	102	102	92	#66665C
418	82	82	73	#525249
419	33	34	33	#212221
420	201	200	199	#C9C8C7
421	178	179	178	#B2B3B2
422	159	161	161	#9FA1A1
423	138	139	140	#8A8B8C
424	112	113	112	#707170
425	84	87	89	#545759
426	37	39	41	#252729
427	208	210	211	#D0D2D3
428	195	197	200	#C3C5C8
429	163	169	172	#A3A9AC
430	124	133	140	#7C858C
431	92	102	111	#5C666F
432	51	61	71	#333D47
433	30	36	43	#1E242B
434	208	196	196	#D0C4C4
435	192	178	181	#C0B2B5
436	170	152	156	#AA989C
437	123	101	104	#7B6568
438	88	68	68	#584444
439	68	54	52	#443634
440	56	45	43	#382D2B
441	189	198	195	#BDC6C3
442	160	172	170	#A0ACAA
443	144	156	156	#909C9C
444	112	123	123	#707B7B
445	78	87	88	#4E5758
446	61	69	66	#3D4542
447	55	57	53	#373935
448	76	64	40	#4C4028
4485	99	78	37	#634E25
449	85	69	37	#554525
4495	142	118	48	#8E7630
450	92	73	37	#5C4925
4505	155	132	66	#9B8442
